s,r,x
-0.0,0.0060423299968456745,0.8325984229099265
-0.0,0.007784982112309047,0.8386775594891471
-0.0,0.005853744280590822,0.8465237840750927
-0.0,0.00869014504519433,0.8524120644967419
-0.0,0.012737233982846152,0.8611786147535845
-0.0,0.006134961094495184,0.874080894873543
0.0035551054803631982,0.011633288134635267,0.8802538044517904
-0.0,0.00867207502298617,0.8920245624679378
-0.0,0.009882071727459363,0.900772723423474
-0.0,0.01667895707517092,0.910753756588436
0.0049748331267389515,0.01172515529211382,0.9277172468036248
-0.0,0.005796039611912662,0.9395820691744284
-0.0,0.009715465956174507,0.9454119647565711
0.0044721510260322,0.014130614433763289,0.9552230618194807
-0.0,0.013894114215753539,0.9695571941302094
-0.0,0.008090643742947934,0.9836480072643622
-0.0,0.0120554631098575,0.9918048243409503
-0.0,0.011003371035053389,1.0040080008118415
0.0208983301554557,0.010087764945634625,1.01513425216349
-0.0,0.009757166143190887,1.0253251699104708
0.00017770815855996531,0.01844438697740014,1.0351787952988578
-0.0,0.009228235750074143,1.0539719824617793
0.014268163956272726,0.012892658017215008,1.0632864411085183
-0.0,0.007847197354446167,1.0763482335476777
-0.0,0.00978311613668248,1.0842576613803387
-0.0,0.009518509627593208,1.0941377539381858
-0.0,0.010659004074543676,1.1037480321244972
-0.0,0.008014248823404457,1.114522291519616
-0.0,0.009362075518252855,1.122601463205837
-0.0,0.004754681254651838,1.1320522968757138
-0.0,0.007230929456340629,1.1368297294729226
-0.0,0.0061415575315506565,1.1441134549069418
-0.0,0.006623206787096714,1.150293042910052
-0.0,0.010359760789510786,1.1569605078409222
-0.0,0.010526832502405825,1.167429099176621
-0.0,0.013143857365988831,1.1780683262255802
-0.0,0.016459334449940355,1.1913880332152451
-0.0,0.008935408413285328,1.2081243734387828
0.003377838494081831,0.008326427758038046,1.2171405875321089
-0.0,0.016828208836740133,1.2255371241206718
-0.0,0.010752070818493775,1.2426550404810854
0.01781510955572434,0.007179804386006239,1.2535244028779273
0.009170145671437795,0.007583969431998294,1.260756255719442
-0.0,0.008088945230010247,1.268398330046853
-0.0,0.009247484840615272,1.2765534206773148
-0.0,0.011167946449461674,1.2858874907498203
-0.0,0.012509835838111827,1.2971820491054513
-0.0,0.011746333849821045,1.3098510412384552
-0.0,0.009309958285233733,1.3217375512071887
-0.0,0.010082421671942232,1.3311352759931212
-0.0,0.015079938861346454,1.3413207404729943
-0.0,0.010498572145705376,1.3566327622049648
-0.0,0.005796619502075884,1.3672431219504797
-0.0,0.005546938552531244,1.3730736042240999
-0.0,0.018186916099791617,1.3786515407758093
-0.0,0.008429516435522422,1.3971774669362078
-0.0,0.01061595463345072,1.4056788489873528
-0.0,0.009548127136735363,1.416409123157506
-0.0,0.012029161128796706,1.4260495945355889
-0.0,0.010543835137486246,1.4382258199185882
-0.0,0.009180231531806915,1.4488824155706939
-0.0,0.010137408356178546,1.4581479697427044
0.00884244910998627,0.008024712740608453,1.4683895556730613
-0.0,0.011561747647357679,1.4764793618425551
-0.0,0.011701892425592775,1.4881768805836926
-0.0,0.012216374651438766,1.5000178820341328
-0.0,0.008218770644522422,1.5123859728216005
-0.0,0.007983701089223694,1.5206730411216658
-0.0,0.011019151575771657,1.5287211684272497
-0.0,0.011792316858815266,1.539863555672704
-0.0,0.00546458161807678,1.551797157120339
-0.0,0.009201159445156926,1.5572918197650976
-0.0,0.011505782364651496,1.5665786937380581
-0.0,0.010564629046792506,1.5782189257326837
-0.0,0.006956688737170369,1.5888967636864628
-0.0,0.00895072422735066,1.595902301575564
-0.0,0.01065427584561729,1.6049341104126114
-0.0,0.010655163687710967,1.615703538610137
-0.0,0.008006924222290102,1.6264738739811142
-0.0,0.014133343431234235,1.6345456018068436
-0.0,0.006370396600157535,1.6488825424907854
-0.0,0.010021672122473069,1.6552938690690213
-0.0,0.009390775661221984,1.6654173376275294
-0.0,0.007926429868703677,1.6748974199357456
-0.0,0.020331878598347453,1.68288735009655
-0.0,0.00929127388167561,1.7036441737983157
-0.0,0.01263728614225812,1.713022860040312
-0.0,0.00721166240220894,1.7258225901623458
-0.0,0.014522967143106802,1.733086766198253
-0.0,0.007133725774846389,1.7478248251856443
-0.0,0.014602765335230694,1.7550099302908317
-0.0,0.010570254804827317,1.7698301813755657
-0.0,0.011941393520976729,1.7805137665543118
0.0018090003341031072,0.009961881665383865,1.7926000688223123
-0.0,0.010102115563600744,1.8026625277341002
-0.0,0.008442928582926501,1.8128680918066105
-0.0,0.00688978814190272,1.8213831161845695
-0.0,0.005765277967989313,1.8283208141341463
-0.0,0.021545624421842824,1.8341195882674015
-0.0,0.012490949977287391,1.8561432087269762
-0.0,0.015618015241252503,1.8687928307307
-0.0,0.009349520419407675,1.884659969866429
-0.0,0.01123793775265175,1.8940980090318627
-0.0,0.009979044697868977,1.9054641628504558
-0.0,0.007273338408094299,1.9155441340050754
-0.0,0.0072530516575086135,1.9228708925547104
-0.0,0.006059134953204148,1.930177065316574
-0.0,0.008824562874871544,1.9362732127079012
0.001305148265181053,0.0072347052948589785,1.9451765770540737
-0.0,0.010538700609498075,1.952464133748221
-0.0,0.007759055739857357,1.9631154842921579
0.0032636336328720275,0.012600166061729312,1.9709353731419663
-0.0,0.011870349338890807,1.9836970221122052
-0.0,0.010721577575698915,1.9957105472476273
-0.0,0.009325980569431125,2.0065487472309536
-0.0,0.011054787513145092,2.0159627985615733
-0.0,0.005467128873832938,2.0271416261257937
-0.0,0.012448286379257822,2.032638864179938
-0.0,0.012390879892507645,2.045244731374067
-0.0,0.008261114038660589,2.0577917298310284
-0.0,0.010562583258464153,2.066121851032102
-0.0,0.009066820667904762,2.0767975990428833
-0.0,0.01444808061229963,2.085947634473992
-0.0,0.007120359195430193,2.100608572660008
-0.0,0.008270123392696782,2.107780117902341
-0.0,0.009228640332841265,2.1161193998967
-0.0,0.004529994750976873,2.1254342707339555
0.00171222257782783,0.007983542053964288,2.129984911131543
-0.0,0.009104507280964569,2.1380328768213084
-0.0,0.012587577764490043,2.1472212963556228
-0.0,0.01442944779081562,2.159970031765163
-0.0,0.015507539989863206,2.1746117830596887
-0.0,0.009890745872428497,2.190364897873211
-0.0,0.010011677816175624,2.2003547801551178
-0.0,0.00966255816647732,2.210468050094829
-0.0,0.009118210229685841,2.2202251938596786
-0.0,0.01185853486230265,2.22942757068244
-0.0,0.012065845831239819,2.2414289941829804
-0.0,0.008818212786153301,2.2536428100104615
-0.0,0.009534408331926258,2.26253971022265
-0.0,0.008676822393091088,2.272166195913551
-0.0,0.012836383078122016,2.28091918805494
-0.0,0.006905793244472269,2.293923219417839
0.005182326004893115,0.010184085340911975,2.300877146358352
-0.0,0.010033034566940435,2.311166377495242
-0.0,0.010784886007990047,2.321301441032108
-0.0,0.010291180746072937,2.332204340913822
-0.0,0.008903519882309197,2.342602906100052
-0.0,0.008208760150234529,2.351586652473056
-0.0,0.004687861295784357,2.3598635430845407
-0.0,0.00998521347019321,2.364573518757907
-0.0,0.010818145092322595,2.3746597843485975
-0.0,0.007975735559525965,2.385596677676124
-0.0,0.011858172623849694,2.39363671026489
-0.0,0.010275730914017955,2.4056377627271717
-0.0,0.0054719445913309905,2.4160205536535364
-0.0,0.017041718875474288,2.421522660687305
-0.0,0.011908387775262652,2.4388615721790514
-0.0,0.009607443156223472,2.4509140622887444
-0.0,0.00677714114382616,2.460615008108812
-0.0,0.01119076152583115,2.467438498188947
0.009832077876750334,0.009851176947366425,2.478756393402953
-0.0,0.012960857727991715,2.488705909860793
-0.0,0.011956067046221208,2.501837712007928
-0.0,0.010428486670212622,2.513939047046209
-0.0,0.008115204901050388,2.5244778232838314
-0.0,0.007095222151235148,2.532659606109681
-0.0,0.01180646554855208,2.5398056518171006
0.006662226358100152,0.013671829633519705,2.5517537439162044
-0.0,0.008360490846002322,2.5656159712817908
-0.0,0.01015622087959872,2.5740471490122467
-0.0,0.010972013465537056,2.5843079371484725
-0.0,0.010377586083320456,2.5954021263525737
-0.0,0.008063498635651367,2.60588892045926
0.005017547367571952,0.016015465490773872,2.6140181467226196
-0.0,0.008022481550386817,2.6302957195773287
-0.0,0.00884904286982946,2.638383258168328
-0.0,0.00795413982093951,2.647311542943297
-0.0,0.014131066369590883,2.6553296302071825
0.013723257737563542,0.011818552630787571,2.6696642275976745
-0.0,0.013903460183444238,2.681624699246092
-0.0,0.009204484829277493,2.69572512557133
-0.0,0.005073607742160369,2.7050153872819047
-0.0,0.01155581117130211,2.71011491199202
-0.0,0.00952682422682577,2.721806353772609
-0.0,0.007280962023988591,2.7314251079869365
-0.0,0.01343575895408633,2.7387596027476055
-0.0,0.008848749532394451,2.752379181818995
-0.0,0.007952277553715026,2.7613071679715717
-0.0,0.007611452018777998,2.769323362867437
-0.0,0.010212061395416805,2.77699334383479
-0.0,0.005718315398295648,2.7873111335103373
-0.0,0.007632151807387855,2.793062399509773
0.008906886802955266,0.006079392497558123,2.8007534006895294
-0.0,0.016302599562618925,2.806870054543473
0.0003671798979905776,0.006366916455718186,2.8234443510114917
-0.0,0.012094601975791652,2.829852152545699
-0.0,0.0063968671248276765,2.842095436480407
-0.0,0.011457710712669877,2.8485335759100647
-0.0,0.01687400949718254,2.8601246064145927
-0.0,0.01310765141260306,2.8772899208559557
-0.0,0.010999892932124833,2.890572445807621
-0.0,0.010269618406143377,2.901695140804938
-0.0,0.013364125821897499,2.9120716910055373
0.007491139542529784,0.011300676818735533,2.925617664318771
-0.0,0.0048031125082053094,2.937048003860816
-0.0,0.007181502657202077,2.9418743350745085
-0.0,0.007655969547564312,2.94910791093198
-0.0,0.021726981984235116,2.9568230996336884
-0.0,0.007225635869397118,2.979036280427564
0.007688712713232294,0.011971276636562722,2.9863146346250073
-0.0,0.00822546994530965,2.9984315520999485
-0.0,0.008646883402509464,3.0067254317075816
-0.0,0.009323254249923363,3.015447957060703
-0.0,0.0037202850026923917,3.024859230261826
-0.0,0.007446228131823052,3.0285934248246753
-0.0,0.007070947316377918,3.0360956559805166
-0.0,0.006539135651756511,3.0432170780301653
-0.0,0.00892439581434773,3.049799350493055
0.004947898146119125,0.009048607846743273,3.0588043517279875
-0.0,0.012843275086965478,3.0679358383177227
-0.0,0.00666068734775499,3.0809469433385837
-0.0,0.006347694849680674,3.08765239342086
-0.0,0.011507511812894555,3.0940407258063694
-0.0,0.008535854307211266,3.1056827279870505
-0.0,0.012971619878806573,3.1142922831065074
-0.0,0.011667941010256755,3.1274351339238504
-0.0,0.007749693147167669,3.1392413715337786
0.005982164565778469,0.009104138740313072,3.147051750301421
-0.0,0.009847374195819547,3.15623979446
0.002905722366812416,0.006370673042151442,3.166185431752353
-0.0,0.009245136042346669,3.172597038340205
-0.0,0.011197712505203627,3.181928715360637
-0.0,0.010713267364880208,3.193253720739763
-0.0,0.008312799020419537,3.204083428482408
-0.0,0.008112487982935068,3.2124661057245434
-0.0,0.01324281024703211,3.220645126815695
-0.0,0.015303118360737666,3.2340664684873146
-0.0,0.012672923380043721,3.249608663077747
-0.0,0.01706719891968661,3.2624449558458144
-0.0,0.009557447185448487,3.279810247169291
-0.0,0.01097460194018629,3.2894602201292664
-0.0,0.013046049108759117,3.3005570558909993
-0.0,0.00938970989509702,3.313776324141932
-0.0,0.011392148903211607,3.32325532028532
-0.0,0.005326947928234904,3.3347792558708105
-0.0,0.006416886274731248,3.340134783343519
-0.0,0.010255486340455755,3.3465932017731883
0.0024986343209830856,0.01205749628581232,3.356955323767657
-0.0,0.007502865095234623,3.369160583651761
-0.0,0.011281976547512673,3.3767203112913724
0.00038927234901016535,0.008171001885191154,3.3881315185034158
-0.0,0.007354530807455739,3.3963700220793305
-0.0,0.006808360120843071,3.4037791783313245
-0.0,0.00881921433941063,3.4106343173552527
-0.0,0.007756626077421169,3.419532237102677
-0.0,0.009631038255745794,3.4273496579980534
-0.0,0.009641890619744131,3.4370746617558354
-0.0,0.014958591239254582,3.446810731144738
-0.0,0.00648475731197784,3.4619976472653096
-0.0,0.016379725989377092,3.4685248238252226
-0.0,0.008180429259273814,3.4851788525559293
-0.0,0.013778483560744181,3.493426940219476
-0.0,0.0067044130062444696,3.5073988318306006
-0.0,0.014085213016466092,3.5141485998855475
-0.0,0.016029933281018094,3.5284360125453365
-0.0,0.007067731819840051,3.5447285321653452
-0.0,0.009675110498342743,3.5518466926035788
-0.0,0.006729188672460529,3.561616636219575
-0.0,0.006944966767114258,3.5683915172991125
-0.0,0.007417639813210086,3.57538516796609
-0.0,0.012875976043162984,3.582858379458871
-0.0,0.008341148016721645,3.595903048682091
0.003246243995776729,0.005260183628132187,3.6043145550390885
-0.0,0.005600889183598967,3.6096026038056537
-0.0,0.012206350739989602,3.6152350992010756
-0.0,0.0050333837544904725,3.6275929151372215
-0.0,0.008419500621949905,3.6326518051652585
-0.0,0.012585298632952158,3.6411429997541047
-0.0,0.012950982496081287,3.6538893971782906
-0.0,0.007244713440587636,3.667011061401243
-0.0,0.006051874747610098,3.6743087732823234
-0.0,0.010078156204618272,3.680397571461679
-0.0,0.010847971606287754,3.690578682710576
-0.0,0.009801107430565392,3.7015460630880592
-0.0,0.00720507699525591,3.711444506323565
-0.0,0.008560307424934688,3.7187020006236753
-0.0,0.004876342007863188,3.7273364341867565
0.000242147726707802,0.010366972287009724,3.7322367106499192
-0.0,0.01281226812014613,3.742712666117513
-0.0,0.01169092366993979,3.7556919477245767
-0.0,0.007034041803711533,3.7675217176831395
-0.0,0.009229142592681483,3.7746057062208256
-0.0,0.008142652667648798,3.783921088762857
-0.0,0.007195682988776819,3.792130772972028
-0.0,0.010635605988312202,3.7993787360082147
-0.0,0.01034477260623462,3.810129088223015
-0.0,0.007710885824405378,3.820582374491154
-0.0,0.01444600248414718,3.8283533365305744
-0.0,0.008932501566125739,3.843012134756246
-0.0,0.009482802693343506,3.852025389118199
-0.0,0.0076958576429349,3.8615992687499414
-0.0,0.012893730014628069,3.869354967449529
-0.0,0.010351662257632177,3.8824178602607216
-0.0,0.004194004449452893,3.8928781817849782
-0.0,0.007224828551910645,3.8970898748922855
0.004938405922140182,0.0067342283710485895,3.904367409935077
-0.0,0.010639268128951163,3.9111473994907473
-0.0,0.010721111898036817,3.9219014934513576
-0.0,0.009814880929751135,3.932739217552835
-0.0,0.010638754274687412,3.942651709874233
-0.0,0.014277982258560973,3.9534052788090692
0.00012317257285522325,0.013720250469734963,3.9678910878693308
-0.0,0.013237940378855118,3.981803099773234
-0.0,0.013171619376676158,3.9952194391111244
-0.0,0.01721433814947365,4.00856765842694
-0.0,0.011021712149100027,4.026085312200316
-0.0,0.0109721301494346,4.037230317728308
-0.0,0.007077404810032217,4.048324626234284
-0.0,0.005723954364668105,4.055452598451667
-0.0,0.0064198169399185545,4.06120956868688
-0.0,0.015700821777989538,4.067670955891013
-0.0,0.019596841428525913,4.083623578816562
-0.0,0.007994902371615265,4.103614795496465
-0.0,0.007860514497181725,4.111674305971593
-0.0,0.013461620515013872,4.119597263467035
-0.0,0.0029338235961905434,4.133243418934775
-0.0,0.01973295711647266,4.136185883670545
-0.0,0.013387035491447319,4.15631878861001
-0.0,0.00985955168030872,4.16988830129842
-0.0,0.005437756295325558,4.179846360880404
-0.0,0.011350712135486163,4.1853139025200425
-0.0,0.015486884516096588,4.196795437015688
-0.0,0.0072570053119849764,4.212527235673461
0.0022379822801802556,0.022352763908146334,4.219837420302218
-0.0,0.00893607231053467,4.242705239399462
-0.0,0.006403850419802293,4.251722129470765
-0.0,0.01204523316815459,4.2581673427456925
-0.0,0.01673129194824674,4.270360036637424
-0.0,0.003906796324724293,4.287377670684651
-0.0,0.007605336009578745,4.291299810041961
-0.0,0.011662701754018068,4.298963580496051
-0.0,0.011840769381086635,4.310764453694574
0.0019087615903582887,0.006237073761256817,4.322747680464031
0.0017138316934686348,0.009350025312593546,4.329023981876784
-0.0,0.010652727782771487,4.338462535556588
-0.0,0.013181210261870524,4.349230381988584
-0.0,0.013450624943547929,4.362588451777432
-0.0,0.005649212078098154,4.376223307574187
-0.0,0.0063793110572887834,4.381904675687168
-0.0,0.01475167463625876,4.388325031847062
-0.0,0.01352599101280283,4.403298695576255
-0.0,0.012296473195064883,4.417011006931264
-0.0,0.007310087929329412,4.429461209044985
-0.0,0.015209761302182434,4.436825260981228
-0.0,0.013660732244650253,4.452271160265735
-0.0,0.010552091688628584,4.466121978398901
-0.0,0.010519076005452765,4.476787008535415
-0.0,0.00911678261325266,4.487418312335449
-0.0,0.017157204593378217,4.496619235025681
-0.0,0.009584086847541362,4.514077721574093
-0.0,0.008371486787709548,4.523754854071376
-0.0,0.014448554610527908,4.532197214858188
-0.0,0.008038663116747613,4.54685864114696
-0.0,0.012303403840290772,4.5549626254411395
-0.0,0.004036480884586968,4.5674199329929905
-0.0,0.005166515307140518,4.571472795279365
-0.0,0.013185311642948783,4.576666188782727
0.005251637059682499,0.007338967332585544,4.590028471020274
0.0010487859797516839,0.009135222116780473,4.597421831705262
-0.0,0.01869813264839959,4.6066415367139895
-0.0,0.007623313146149335,4.625698257870306
-0.0,0.008846588491400076,4.633380283462055
-0.0,0.005351721369297846,4.642306069644421
-0.0,0.012047388619166377,4.6476866379610895
-0.0,0.009385101284400454,4.659881540516327
-0.0,0.006836937775808405,4.6693558398676345
-0.0,0.007855956206198278,4.676239951891755
-0.0,0.005981166474689215,4.684158278312056
-0.0,0.010239131567368942,4.69017550701997
-0.0,0.010371346752955313,4.700520932043307
0.002791396083852544,0.012377349954060868,4.71100135461712
-0.0,0.009961077810607566,4.723534479512061
-0.0,0.009727286534054025,4.733596118228351
-0.0,0.00785677252390804,4.743419270250734
0.01657286710803741,0.005550197654212552,4.751338426020082
-0.0,0.010611172380110556,4.7569196582460185
-0.0,0.013351164527037551,4.767645046447759
-0.0,0.011295564984390882,4.7811777026968985
-0.0,0.009739316516290897,4.792602812225961
-0.0,0.006449018644963944,4.802438233062721
-0.0,0.009988786747484324,4.808929202662899
-0.0,0.0069706345348760634,4.819019114358174
-0.0,0.011291522472964166,4.826038795015893
-0.0,0.009846760566852852,4.837459768614915
-0.0,0.004668522053626889,4.847404779950627
-0.0,0.008628172222061414,4.852095233727486
-0.0,0.00993966039941524,4.860798718981384
-0.0,0.010694633818673693,4.870838505409818
0.010983817151010692,0.006999430530143902,4.8816491719746
-0.0,0.006347762795529344,4.88869805660905
0.008868831391982608,0.011879636290822948,4.895086457814103
-0.0,0.006036504682819188,4.9071094958322865
-0.0,0.010612408753958358,4.913182735874181
-0.0,0.013147093723084091,4.923909387259039
-0.0,0.015877097105948534,4.937232417990122
-0.0,0.008909539658412902,4.953367064160848
-0.0,0.004322827941000973,4.962356939485334
-0.0,0.008815974621648848,4.966698562677671
-0.0,0.014994747882558168,4.975593184548659
-0.0,0.006655025530941716,4.990817373766267
-0.0,0.009620906535506901,4.997517085623168
-0.0,0.009302041642425984,5.007231758776484
-0.0,0.009526091740072629,5.0166214167806675
0.013612702541367927,0.011210248663352296,5.026239424281166
-0.0,0.008845562758334091,5.0375772531670835
-0.0,0.007825621793731696,5.046501995142109
0.005750866884098494,0.007384661665153003,5.054389503880045
-0.0,0.010035878575559543,5.061829241737921
-0.0,0.008206115939266845,5.071967207528483
-0.0,0.00947714402611377,5.080241409800236
-0.0,0.007594782510423059,5.0898095214032315
-0.0,0.008492683284596125,5.097462575467774
0.0013395949045216626,0.013084727802184448,5.1060282116899955
-0.0,0.009135606464749924,5.119287196457816
-0.0,0.009391881987870665,5.128507292967561
-0.0,0.013711743080058347,5.137988502779951
-0.0,0.012259751145281939,5.151891767337015
-0.0,0.014347528477384686,5.164304322944893
-0.0,0.013190362973046876,5.178861727687058
-0.0,0.008726757681292663,5.192229198096229
-0.0,0.008249388578794425,5.201033009971165
-0.0,0.004825255641286497,5.209351208869156
-0.0,0.014614788143140045,5.214199898490917
-0.0,0.007868103367321244,5.229032534232948
-0.0,0.015888191392894546,5.236963201868375
-0.0,0.014859339180701925,5.2531093063010434
-0.0,0.00514901692985531,5.268193919913652
-0.0,0.01186423380294438,5.273369632653238
0.0030227881802679314,0.007604015531429087,5.2853768935741945
-0.0,0.014109468881151277,5.293039323156342
-0.0,0.007860896841338783,5.307351695408591
-0.0,0.008147486215368704,5.31527504135519
-0.0,0.00880208228287982,5.323489639155158
-0.0,0.01271722098362249,5.332370119541902
-0.0,0.011321689179515648,5.345251863936949
-0.0,0.010105501557863217,5.3567037021915205
-0.0,0.009825427184368796,5.366912722092349
-0.0,0.010626278132195133,5.376835971949685
-0.0,0.012119625270470002,5.387576793672144
-0.0,0.010905006380741822,5.399845721857242
-0.0,0.012578946343850927,5.410871405273974
-0.0,0.012299347935652516,5.423611286432144
-0.0,0.011427721731924356,5.4360644357759975
0.008794557380381086,0.008925064889148682,5.447624774914589
-0.0,0.00894770217799351,5.45663045738399
-0.0,0.00435766258312098,5.465659189095984
-0.0,0.010210224306254512,5.4700359519600426
-0.0,0.004818067283698602,5.4803518662467
-0.0,0.006434024787764947,5.485193297516239
-0.0,0.01368884064199516,5.491669077571652
-0.0,0.013670150883163257,5.505548794471085
-0.0,0.00679512893876727,5.519409295895669
-0.0,0.010555221577346785,5.5262510212650175
-0.0,0.011352522061569559,5.536919248778283
-0.0,0.007304284028782304,5.548402635245762
-0.0,0.012030833148636844,5.555760797203116
-0.0,0.00581520480120834,5.56793873582651
-0.0,0.009770923359663952,5.573788021743872
-0.0,0.0074110429812478396,5.583655678351641
-0.0,0.013435644243624312,5.5911221937177205
-0.0,0.0200324410533696,5.6047416549111
-0.0,0.012971700321923019,5.625186446077157
-0.0,0.009653333038914969,5.6383293794801626
-0.0,0.013010407726012418,5.648077116416167
-0.0,0.009996336845467635,5.6612597897504715
-0.0,0.012517026311839985,5.671357405510415
-0.0,0.00937808691905101,5.684033772691458
0.006333428766902327,0.010373578802250483,5.693500923548879
0.0011586714465154203,0.008097113319965377,5.7039836254566
-0.0,0.008507186231587804,5.712147018561352
-0.0,0.009417312712289794,5.720727408542544
-0.0,0.011215805275012813,5.730234536580306
-0.0,0.00985363252148691,5.741578049549441
0.006107503986044798,0.01350476957381297,5.751530070940635
-0.0,0.016716788852917774,5.76522057128854
-0.0,0.006755972343165273,5.782223200352546
-0.0,0.006788861916269928,5.789025231222085
-0.0,0.00880708092872029,5.795860603265413
-0.0,0.006929260723230579,5.804746171897745
-0.0,0.011981441277630345,5.811723895545753
-0.0,0.008788402553901675,5.823851227107444
-0.0,0.00503281903311964,5.832717782823501
0.008075923372673096,0.005381606173593956,5.837776102387763
-0.0,0.008435502593611643,5.843186879752342
-0.0,0.009391948089171931,5.8516943506500905
-0.0,0.018125831210374865,5.861175627829186
-0.0,0.0079063987188841,5.879638167357326
-0.0,0.008038175635288247,5.887607744116387
0.008773073550157417,0.01277169234578368,5.895711232963891
-0.0,0.01141860347071283,5.908648873451823
-0.0,0.013499791627965219,5.920199881139848
-0.0,0.0071168258164372444,5.933885265383762
0.008400172127070319,0.012158186923679204,5.941053226215181
-0.0,0.00696366287567346,5.953361675540324
-0.0,0.010682572486301278,5.960374286020889
-0.0,0.012189933092075445,5.971172627783458
-0.0,0.01158190848368984,5.9835136155263084
-0.0,0.01375556145827006,5.9952317727538125
-0.0,0.011674396893018302,6.009180093254441
-0.0,0.005172014160134519,6.020992941044182
-0.0,0.008634421682837345,6.026191890844477
-0.0,0.008776428040638051,6.034901735336089
-0.0,0.007211615121965831,6.043756102448117
-0.0,0.012339564911233392,6.051020230511865
-0.0,0.014938646779468157,6.06351461276539
-0.0,0.009090999754117757,6.078680969765247
-0.0,0.006863121818829365,6.087855631441511
-0.0,0.014075004859319784,6.094766291214398
